24.97,45.05,1012.99,2019-05-20T15:32
31.77,52.65,954.31,2019-05-20T15:33
31.78,53.36,954.29,2019-05-20T15:34
31.8,53.03,954.29,2019-05-20T15:35
31.8,52.96,954.31,2019-05-20T15:37
